chop;v;35,38,36,35,35,33
chord;v;36,30
choreograph;v;36,31
chortle;v;29
chorus;v;32,36
chouse;v;33
christen;v;32
christianise;v;30
christianize;v;30,30
chrome;v;35,30
chromium-plate;v;35
chronicle;v;32
chronologise;v;30
chronologize;v;30
chuck;v;35,40,35,29
chuckle;v;29
chuff;v;29
chug;v;39
chunk;v;35,31
church;v;38
churn;v;35,38
churr;v;32
chute;v;38
cicatrise;v;35
cicatrize;v;35
cinch;v;35,31,31
cinematise;v;36
cinematize;v;36
cipher;v;32,31
circle;v;38,38,35
circuit;v;38
circularise;v;41,38,32
circularize;v;41,41,38,32,30
circulate;v;32,32,38,38,38,38
circumambulate;v;38
circumcise;v;35,35
circumfuse;v;38
circumnavigate;v;38
circumscribe;v;35,30,35
circumstantiate;v;32
circumvallate;v;33
circumvent;v;33,33,32
circumvolute;v;42
circumvolve;v;38
cite;v;32,32,36,32,32,32,32
citify;v;30
citrate;v;30
civilise;v;41,30
civilize;v;41,30
clabber;v;30
clack;v;39,32,32
claim;v;32,40,32,32,32
clam;v;35
clamber;v;38
clamor;v;32,32,41
clamour;v;32,32
clamp;v;35,32
clang;v;39
clangor;v;39,39
clangour;v;39
clank;v;39
clap;v;35,38,32,29,38,35,35
clapboard;v;35
clapperclaw;v;35,32
claret;v;34
clarify;v;32,30
clarion;v;36,32
clash;v;35,42,32
clasp;v;35,35,35,35
class;v;31
classicise;v;30
classicize;v;30
classify;v;31,41,31
clatter;v;39
claver;v;32
claw;v;38,35,35,32
claxon;v;39,32
clean;v;35,30,35,29,42,35,35,35,30,30
cleanse;v;29,30
clear;v;30,30,43,32,30,41,40,39,38,31,41,40,40,40,40,40,38,32,32,30,30,30,30,30
clear-cut;v;30
cleat;v;40,35
cleave;v;35,35,35
clench;v;35,35
clerk;v;41
clew;v;35
click;v;38,39,39,35,32,32,31
climax;v;30
climb;v;38,38,30,38,30,30
clinch;v;35,35,35,35,35,32
cling;v;35,37,35
clink;v;39,39
clinker;v;30,30
clip;v;35,38,35,35,30
clitter;v;39
cloak;v;39,35,35
clobber;v;35,35
clock;v;30
clog;v;35,36,35,30,30,30
cloister;v;42,35,30
clomp;v;38
clone;v;36
clop;v;39
close;v;35,35,41,41,42,32,42,41,39,38,38,38,35,35,35,35,30
closet;v;35
closure;v;30
clot;v;30,30,30,30
clothe;v;29,41,35
cloture;v;30
cloud;v;43,39,38,37,35,30,30,30
clout;v;35
clown;v;29
cloy;v;40,34
club;v;41,41,35,35
cluck;v;32
clue;v;35
clump;v;39,38,38,35
clunk;v;39
cluster;v;38,35
clutch;v;35,35,31
clutter;v;30
co-author;v;36
co-educate;v;41
co-occur;v;42
co-opt;v;41,41,41,40
co-sign;v;41,32
co-star;v;42,36
co-vary;v;42
coach;v;32,38
coact;v;41
coagulate;v;30,30
coal;v;43,40,35
coalesce;v;30,35
coapt;v;35,35
coarsen;v;35,30
coast;v;38
coat;v;35,29,35
coax;v;32
cobble;v;35,30
cobblestone;v;35
cocainise;v;29
cocainize;v;29
cock;v;38,35,38
cocker;v;41
cockle;v;38,35
coconspire;v;31
cocoon;v;38,35
cod;v;32,32
coddle;v;41,30
code;v;35,32
codify;v;30
coeducate;v;41
coerce;v;41
coexist;v;42,42
coffin;v;35
cog;v;35,35
coggle;v;38,38
cogitate;v;31,31
cognise;v;31
cognize;v;31
cohabit;v;42,42
cohere;v;35,42,42
coif;v;35,29
coiffe;v;29
coiffure;v;29
coil;v;38,36,35
coin;v;36,36
coincide;v;42,30,42
coinsure;v;40
coke;v;30
cold-cream;v;35
cold-shoulder;v;31
coldcock;v;35
coldwork;v;36
collaborate;v;41,41
collapse;v;38,29,38,38,38,37,30
collar;v;35,35,35
collate;v;31,35
collateralize;v;32
collect;v;40,40,35,35,40
collectivise;v;41
collectivize;v;41
collide;v;42,35,35
colligate;v;31,31
collimate;v;30,30
collocate;v;42,31
collogue;v;32
collude;v;31
colly;v;35
colonise;v;41,30
colonize;v;41,30
color;v;30,32,41,36,32,30
colorcast;v;32
colorise;v;30
colorize;v;30
colour;v;41,36,32,32,30,30
colourise;v;30
colourize;v;30
comb;v;35,35,29
combat;v;33
combine;v;42,30,35,40,41,35,30
combust;v;43,43,37,37,30
come;v;38,38,30,30,42,30,42,42,42,42,38,42,30,42,42,38,31,42,42,39,31
comfit;v;36
comfort;v;37,29
command;v;32,32,32,42,41
commandeer;v;35
commemorate;v;31,31,31
commence;v;30,30,36
commend;v;32,36,32,32,32
comment;v;32,32,32
commentate;v;32,32
commercialise;v;30
commercialize;v;34,30
comminate;v;32
commingle;v;35,30
comminute;v;30
commiserate;v;37
commission;v;41,41,41
commit;v;41,32,40,40,40,41
commix;v;35
commove;v;37,35
communalise;v;40
communalize;v;40
commune;v;32,32
communicate;v;32,32,40,35,32,32,32
communise;v;30,30
communize;v;30,30
commutate;v;30
commute;v;30,38,30,30,30
compact;v;35,35,35,35
companion;v;42
company;v;42
compare;v;31,42,31,32
comparison-shop;v;40
compart;v;35
compartmentalise;v;30
compartmentalize;v;30
compass;v;41,38,31
compassionate;v;37
compel;v;41,42
compensate;v;42,40,42,41,40,40
compere;v;41
compete;v;33
compile;v;40,36,36
complain;v;32,32
complect;v;42
complement;v;30
complete;v;30,30,41,33,32
complexify;v;30,30
complexion;v;30
complicate;v;30,30
compliment;v;32,32
complot;v;31
comply;v;41
comport;v;41,41
compose;v;42,36,36,36,37,31
compost;v;30
compound;v;30,30,40,36,35
comprehend;v;31,39,42
compress;v;35,35
comprise;v;42,42,42
compromise;v;32,32,32
compute;v;31
computerise;v;40,40,36
computerize;v;40,40,36
con;v;41,31
concatenate;v;35,30
conceal;v;39,39
concede;v;32,32,40,33
conceive;v;36,31,29
concenter;v;31
concentrate;v;30,31,30,30,38,30,30,30
concentre;v;31
conceptualise;v;36
conceptualize;v;36
concern;v;42,42
concert;v;36,32
concertina;v;38
concertise;v;36
concertize;v;36
conciliate;v;37,32,30
conclude;v;31,31,32,42,32
concoct;v;35,36,36,36
concord;v;42,36,35,32
concrete;v;35,30
concretise;v;30
concretize;v;31,30
concur;v;32,30
concuss;v;38,29
condemn;v;32,32,41,39,32,40
condense;v;30,30,30,30,30,30,30
condescend;v;41,41,41,32
condition;v;41,41,32,30,29
condole;v;37
condone;v;32
conduce;v;41
conduct;v;41,36,41,38,38,36
cone;v;35
confab;v;32,32
confabulate;v;36,32,32
confect;v;36,36
confection;v;36
confederate;v;41,41
confer;v;32,40
confess;v;32,32,32
confide;v;32,40
configure;v;36
confine;v;30,35,42,41,35
confirm;v;31,32,30,41,41
confiscate;v;40
conflagrate;v;43,43
conflate;v;30
conflict;v;42,41
conform;v;42,30
confound;v;31,31
confront;v;33,32,32,42
confuse;v;31,31,37,36,31
confute;v;31
conga;v;38
conge;v;32
congeal;v;30
congee;v;38,32
congest;v;35
conglobate;v;30
conglobe;v;30
conglomerate;v;30
conglutinate;v;35,35
congratulate;v;32,32,37,32
congregate;v;38
conjecture;v;31
conjoin;v;35,41
conjugate;v;30,32,30
conjure;v;36,32,31
conk;v;38,35,30,29
conn;v;38
connect;v;35,31,42,32,35,32,42,41,41,35,35
connive;v;41,31
connote;v;32,32
conquer;v;30,40,33
conscript;v;33
consecrate;v;41,32,32,32
consent;v;32
conserve;v;42,40,40,30
consider;v;31,39,31,32,32,31,39,39,31
consign;v;40,40,40
consist;v;42,42,42,42
consociate;v;41
console;v;37
consolidate;v;30,30,30,30,30
consonate;v;39
consort;v;41,42,38
conspire;v;31,31
constellate;v;42,38,30
consternate;v;37
constipate;v;30,29
constitute;v;42,41,42,36
constitutionalise;v;30
constitutionalize;v;40,38,30
constrain;v;41,35,30
constrict;v;35,30
constringe;v;30
construct;v;36,36,35,36,36,31
construe;v;31
consubstantiate;v;30,30
consult;v;32,32,32,32
consume;v;34,34,34,35,34,31
consummate;v;36,36
contact;v;32,35
contain;v;42,42,41,42,42,33
containerise;v;35
containerize;v;35
contaminate;v;30,30
contemn;v;37
contemplate;v;39,31,31,31
contemporise;v;42,31
contemporize;v;42,31
contend;v;32,32,32,41,33,33
content;v;34,37
contest;v;32
continue;v;42,32,42,38,41,42,42,42,42,30
contort;v;35
contour;v;36
contract;v;32,41,35,29,30,35,30,30,30
contradance;v;38
contradict;v;42,32,32,31
contradistinguish;v;31
contraindicate;v;32
contrast;v;31,42
contravene;v;41,32
contredanse;v;38
contribute;v;40,40,41,40
contrive;v;36,36,36
control;v;41,41,35,37,41,41,31,31,31
controvert;v;32,31
contuse;v;35
convalesce;v;29
convect;v;38
convene;v;38,32
conventionalise;v;30
conventionalize;v;30,36
converge;v;42,42,38,30
converse;v;32
convert;v;30,30,30,30,30,33,33,33,32,30,30
convey;v;32,32,40,40,38,38,35
convict;v;32
convince;v;32
convoke;v;32
convolute;v;35,32
convolve;v;35
convoy;v;38
convulse;v;32,29,38,38,35,35
coo;v;32,32
cooccur;v;42
cook;v;36,36,30,41,30
cool;v;30,30,30
cooper;v;36
cooperate;v;41
coordinate;v;30,41,41,30
cop;v;40,35
cope;v;41
copolymerise;v;30
copolymerize;v;30
copper;v;35
copper-bottom;v;40
copulate;v;35
copy;v;36,36,36,36
copyedit;v;31
copyread;v;31
copyright;v;40
coquet;v;32
coquette;v;32
corbel;v;40
cord;v;35,35
corduroy;v;36
core;v;35
cork;v;35,30
corkscrew;v;38
corn;v;34,30
corner;v;41,38,38
cornice;v;40
coronate;v;41
corrade;v;35
corral;v;35,35,35
correct;v;30,41,32,42,41,38,30,29
correlate;v;42,31
correspond;v;42,42,32,42
corroborate;v;31,32,42
corrode;v;30,30
corrugate;v;35
corrupt;v;41,40,35,30
corset;v;29
coruscate;v;43,30
cosh;v;35
cosign;v;41,32
cosponsor;v;40
cosset;v;41
cost;v;42,42
costume;v;29,40
cotton;v;37
couch;v;32
cough;v;29
counsel;v;32
count;v;32,42,32,32,42,31,42,31,31
countenance;v;32
counter;v;32,41
counter-drill;v;35
counteract;v;41,41,41,41
counterattack;v;33
counterbalance;v;42,42,41
counterchallenge;v;32
counterchange;v;30
countercheck;v;41,41
counterclaim;v;32
counterfeit;v;36
countermand;v;32
countermarch;v;38,31
countermine;v;41,33
counterplot;v;31
counterpoint;v;42,36
counterpoise;v;42
counterpose;v;42
countersign;v;32
countersink;v;35
counterstrike;v;33
countervail;v;42,41
counterweight;v;42
country-dance;v;38
couple;v;35,35,41,35
course;v;38,38,33
court;v;41,41,41
court-martial;v;41
covenant;v;41,32
cover;v;35,35,42,42,32,42,38,32,33,41,39,33,32,32,42,41,41,40,39,35,35,35,33,33,29,29
covet;v;37
cow;v;37
cower;v;38,38
cowhide;v;35
cowl;v;35
cox;v;41
cozen;v;41,41,40
crab;v;38,38,33,32
crack;v;30,39,39,35,30,30,30,41,37,32,30,30,30
crackle;v;39,32,30
cradle;v;35,41,38,35,35,33
craft;v;36
cram;v;35,35,31,30
cramp;v;35,30,29,29
cranch;v;35
crane;v;29
crank;v;38,38,35,35,35
crap;v;29
crape;v;35,35
crash;v;38,38,35,38,35,42,39,38,35,35,30,30,29
crash-dive;v;38
crate;v;35
craunch;v;35
crave;v;34,32
crawfish;v;32
crawl;v;38,42,42,38,38
crayon;v;36
craze;v;37,30
creak;v;39
cream;v;35,35,35,35,30
crease;v;35,35,35,30
create;v;36,36,36,41,36,36
credit;v;31,31,40,31
creep;v;38,38,38,38
cremate;v;30
crenel;v;40
crenelate;v;40
crenellate;v;40
creolize;v;30
creosote;v;30
crepe;v;35
crepitate;v;39
crescendo;v;30
crest;v;42,38
crew;v;33
crib;v;41,40,35
crick;v;29
cricket;v;33
criminalise;v;41
criminalize;v;41,41
criminate;v;32,32
crimp;v;35,35
crimson;v;29
cringe;v;38,38
crinkle;v;35,30
cripple;v;30,29
crisp;v;35,30
crispen;v;30
crisscross;v;38,35,30
criticise;v;32,33
criticize;v;32,33
critique;v;32
croak;v;30,32,32
crochet;v;36,36
crock;v;38,35
cronk;v;32,32
crook;v;38
croon;v;32
crop;v;35,36,36,35,35,35
croquet;v;35,33
cross;v;38,38,41,38,42,38,36,35
cross-check;v;31
cross-dress;v;29
cross-fertilise;v;29,29
cross-fertilize;v;29,29
cross-file;v;41
cross-index;v;41
cross-link;v;35
cross-pollinate;v;29
cross-refer;v;32
crossbreed;v;35
crosscut;v;35
crosshatch;v;36
crossruff;v;33
crouch;v;38,35
crow;v;32,32,32
crowd;v;38,42,38,38
crown;v;41,30,42,35
crucify;v;41,37,37,32
cruise;v;38,38,39,38
crumb;v;35,30,30
crumble;v;38,30,30
crump;v;39,33,30
crumple;v;38,35,35,30
crunch;v;32,35,34,30
crusade;v;41,33
crush;v;41,35,33,30,37,35,33,30
crust;v;30
cry;v;32,29,32,32,34,32,29
crystalise;v;31,30,30,30
crystalize;v;31,30,30,30
crystallise;v;31,30,30
crystallize;v;30,31,30,30
cub;v;29
cube;v;31,35
cuckold;v;41
cuckoo;v;32
cuddle;v;35,35
cudgel;v;35
cue;v;32
cuff;v;35,35
cull;v;40,35
culminate;v;30,30,41,38,30
cultivate;v;36,36,41,30
culture;v;30
cumber;v;35
cumulate;v;30
cup;v;30,30,29
curb;v;41,35,30
curdle;v;30,30,30
cure;v;29,30,30,30
curl;v;30,38,35,35,33
curry;v;39,30,29
currycomb;v;35
curse;v;32,32,32,32
curtail;v;30,30
curtain;v;40
curtsey;v;38
curtsy;v;38,32
curve;v;38,42,38,38,30
curvet;v;38
cushion;v;35
cuss;v;32
custom-make;v;36
customise;v;36,30
customize;v;36,30
cut;v;35,30,38,35,41,36,36,35,32,30,42,41,39,38,38,38,38,38,36,36,36,36,36,35,35,35,35,35,35,35,32,30,30,30,30,30,30,30,29,29,29
cutinize;v;30
cybernate;v;36
cycle;v;38,38,38,38,30
cyclostyle;v;36
cypher;v;32,31
dab;v;35,35
dabble;v;38,41,41,38
dado;v;40,35
daisy-chain;v;35
dally;v;41,38,32,31
dam;v;35
damage;v;30,30
damascene;v;36
damn;v;32
damp;v;39,30,30,30
dampen;v;30,30,39,30,30,30,30
dance;v;38,36,38
dandify;v;29
dandle;v;38,35
dangle;v;42,35
dapple;v;30
dare;v;41,41,32
darken;v;30,35,30
darn;v;35
dart;v;38,38,38
dash;v;38,30,35,41,37,30
date;v;41,31,31,41,31
date-mark;v;31
dateline;v;31
datemark;v;31
daub;v;35,35,35
daunt;v;37
dawdle;v;38,38,38
dawn;v;31,42,30
daydream;v;36,41
daze;v;39,39
dazzle;v;39,31
de-access;v;40
de-aerate;v;40
de-emphasise;v;30
de-emphasize;v;30
de-energise;v;29
de-energize;v;29
de-escalate;v;30,30
de-ice;v;30
de-iodinate;v;30
de-ionate;v;30
deaccession;v;40
deactivate;v;30,30
deaden;v;30,35,30,30,30,30,30
deaerate;v;40
deaf;v;39
deafen;v;39,39,30
deal;v;32,31,41,41,40,40,41,41,40,41,40,40,40
deaminate;v;30
deaminize;v;30
debar;v;41,41,32
debark;v;38
debase;v;41,30,30
debate;v;31,32,32,32
debauch;v;41
debilitate;v;30
debit;v;40
debone;v;30
debouch;v;38,30
debrief;v;32
debug;v;30
debunk;v;32
debut;v;36,36,36
decaffeinate;v;40
decalcify;v;30,30
decamp;v;38,38,38
decant;v;38
decapitate;v;35
decarbonate;v;40
decarbonise;v;30
decarbonize;v;30
decarboxylate;v;30,30
decarburise;v;30
decarburize;v;30
decay;v;30,30,30
decease;v;30
deceive;v;41,32
decelerate;v;30,30
decentralise;v;30
decentralize;v;30
decerebrate;v;40
decertify;v;41
dechlorinate;v;40
decide;v;31,31,31,31
decimalise;v;30,30
decimalize;v;30,30
decimate;v;30,30
decipher;v;32,31
deck;v;42,36,35
declaim;v;32,32
declare;v;32,32,32,32,41,40,32,32
declassify;v;41
declaw;v;30
decline;v;30,40,32,30,38,38,32
declutch;v;30
decoct;v;30,30,30
decode;v;32
decoke;v;30
decollate;v;35
decolonise;v;41
decolonize;v;41
decolor;v;30
decolorise;v;30
decolorize;v;30
decolour;v;30
decolourise;v;30
decolourize;v;30
decommission;v;40
decompose;v;30,30,30
decompress;v;35,30,29
deconcentrate;v;30
deconsecrate;v;32
deconstruct;v;32
decontaminate;v;30
decontrol;v;41
decorate;v;36,42,41,35
decorticate;v;35,30
decouple;v;35,31,30,30
decoy;v;41
decrease;v;30,30
decree;v;32,31
decrepitate;v;30,30
decrescendo;v;30
decriminalise;v;41
decriminalize;v;41
decry;v;32
decrypt;v;32
decussate;v;38
dedicate;v;32,41,32,31
dedifferentiate;v;30
deduce;v;31,32
deduct;v;31,40,31
deem;v;31
deep-dye;v;30
deep-fat-fry;v;30
deep-fry;v;30
deep-six;v;40,35
deepen;v;30,30,30,30
deface;v;35
defalcate;v;40
defame;v;32
defang;v;30
defat;v;40
default;v;40
defeat;v;33,41
defecate;v;29
defect;v;41
defeminise;v;29
defeminize;v;29
defend;v;32,33,33,33,33,41,32
defenestrate;v;35
defer;v;42,32
defervesce;v;30
defibrillate;v;41
defibrinate;v;40
defile;v;35,35,30
define;v;42,32,42,42,32
deflagrate;v;43,30
deflate;v;35,35,32,30,30,30
deflect;v;41,38,38,37,33
deflower;v;35,30
defog;v;30
defoliate;v;30
deforest;v;30
deform;v;35,35,35,30,30,30
defraud;v;41
defray;v;40
defrock;v;41
defrost;v;30
defuse;v;33
defy;v;42,42,32
degas;v;30
degauss;v;30
degenerate;v;29
deglaze;v;36
deglycerolise;v;38
deglycerolize;v;38
degrade;v;35,37,30
degrease;v;40
degust;v;34
dehisce;v;30
dehorn;v;30,30
dehumanise;v;37,30
dehumanize;v;37,30
dehumidify;v;30
dehydrate;v;30,30,30
dehydrogenate;v;30
deice;v;30
deify;v;31,30
deign;v;41
deionize;v;40
deject;v;37
delay;v;30,42,30,30
delegate;v;41,41
delete;v;35,32,30
deliberate;v;32,32
delight;v;37,34,37
delimit;v;42,42,31
delimitate;v;42,31
delineate;v;42,42,36,35,32
deliquesce;v;30,30
delist;v;40
deliver;v;32,35,40,41,41,32,32,41,40,40,35,29
delocalize;v;40
delouse;v;30
delude;v;41
deluge;v;35,32,30
delve;v;35
demagnetise;v;32,30
demagnetize;v;32,30
demand;v;32,42,32,32,32,32
demarcate;v;31,31
demasculinise;v;29
demasculinize;v;29
dematerialise;v;30
dematerialize;v;30
demean;v;37
demilitarise;v;33,33
demilitarize;v;33,33
demineralise;v;30
demineralize;v;30
demise;v;40
demist;v;30
demo;v;39
demob;v;33
demobilise;v;33,33
demobilize;v;33,33
democratise;v;41,41
democratize;v;41,41
demodulate;v;35
demolish;v;36,36,34,33
demonetise;v;30
demonetize;v;30
demonise;v;30
demonize;v;30
demonstrate;v;39,31,32,41
demoralise;v;41,37
demoralize;v;41,37,31
demote;v;41
demulsify;v;30,30
demur;v;32,32
demyelinate;v;36
demystify;v;30
demythologise;v;30
demythologize;v;30
denationalise;v;30
denationalize;v;30
denaturalise;v;30,30
denaturalize;v;30,30
denature;v;30,30,30
denazify;v;30
denigrate;v;32,32
denitrify;v;30
denominate;v;32
denote;v;32,32,32
denounce;v;32,41,32,32
dent;v;35
denudate;v;30
denude;v;30
deny;v;32,32,40,40,40,32,32
deodorise;v;39
deodorize;v;39
deodourise;v;39
deoxidise;v;30
deoxidize;v;30
deoxygenate;v;40
depart;v;38,42,38,38,41,38
depend;v;42,31
depersonalise;v;30
depersonalize;v;30
depict;v;36,32,36
depilate;v;29
deplane;v;38
deplete;v;34
deplore;v;32,32
deploy;v;33,35
deplumate;v;35
deplume;v;40,35
depolarise;v;30
depolarize;v;30
depone;v;32
depopulate;v;30
deport;v;41,41,41
depose;v;41,32
deposit;v;35,40,35
deprave;v;41
deprecate;v;32,32
depreciate;v;32,30,30
depress;v;37,38,35,35,30
depressurise;v;30
depressurize;v;30
deprive;v;40,40,30
depute;v;41,41,41
deputise;v;41,41
deputize;v;41,41
deracinate;v;41,35
derail;v;38,38
derange;v;37,30
derate;v;30
derecognise;v;41
derecognize;v;41
deregulate;v;41
derequisition;v;40
derestrict;v;41
deride;v;32
derive;v;31,40,30,30,42
derogate;v;32
desacralize;v;40
desalinate;v;30
desalinise;v;30
desalinize;v;30
desalt;v;30
descale;v;35
descant;v;36,32,32
descend;v;38,42,41,30
describe;v;32,32,35,31
descry;v;39
desecrate;v;41,32
desegregate;v;41
desensitise;v;39,30
desensitize;v;39,30
desert;v;31,41,38
deserve;v;42
desex;v;29
desexualise;v;38,29
desexualize;v;38,29
desiccate;v;30,30,30
design;v;36,31,36,36,36,36,31
designate;v;32,41,32,32,31
desire;v;37,37,37
desist;v;34
desolate;v;31,30,30
desorb;v;30,30
despair;v;37
despatch;v;38
despise;v;37
despoil;v;40,35
despond;v;37
desquamate;v;29
destabilise;v;30,30
destabilize;v;30,30
destain;v;40
destalinise;v;30
destalinize;v;30
destine;v;32,31
destress;v;30
destroy;v;36,35,33,35
destruct;v;36,36
desulfurize;v;40
desulphurize;v;40
desynchronise;v;30
desynchronize;v;30
detach;v;35,38,35
detail;v;32,31
detain;v;41,30,30
detect;v;39
deter;v;32,32
deterge;v;35
deteriorate;v;30,29
determine;v;32,31,31,32,31,31,32,32
detest;v;37
dethaw;v;30
dethrone;v;41
detick;v;40
detonate;v;30,30
detour;v;38
detox;v;29
detoxicate;v;30
detoxify;v;30,29
detract;v;30
detrain;v;38
detransitivise;v;30
detransitivize;v;30
detribalise;v;30
detribalize;v;30
detusk;v;30
devaluate;v;30,30
devalue;v;30,30,30
devastate;v;30,30
devein;v;40
develop;v;36,36,30,29,42,30,32,31,30,30,30,30,36,30,39,35,33,33,30,30,30
deviate;v;38,42,38
devil;v;37,36
devilise;v;30
devilize;v;30
devise;v;36,36,40
devitalise;v;30
devitalize;v;30
devitrify;v;30,30
devoice;v;32
devolve;v;41,40,29
devote;v;32,31,40
devour;v;35,37,34,34
diabolise;v;30
diabolize;v;30
diagnose;v;31,31
diagonalise;v;30
diagonalize;v;30
diagram;v;36
dial;v;32,31
dialyse;v;30
dialyze;v;30
diazotize;v;30
dibble;v;35,35
dice;v;35,33
dichotomise;v;31
dichotomize;v;31
dicker;v;40
dictate;v;32,31,41
didder;v;29
diddle;v;41,35
die;v;30,39,37,30,37,37,35,33,30,30,30
diet;v;34,34
differ;v;42,32
differentiate;v;31,31,31,30,30,30
diffract;v;38
diffuse;v;38,35,32
dig;v;35,35,41,39,38,35,35,31
digest;v;34,31,31,30,30,30,30,30
digitalise;v;30
digitalize;v;30,29
digitise;v;30
digitize;v;30
dignify;v;41,30
digress;v;32,38
dike;v;35
dilapidate;v;36,30
dilate;v;30,32
dilly-dally;v;42
dillydally;v;42
dilute;v;30,30
dim;v;39,30,30,30,30
dimension;v;32,30
diminish;v;30,30
dimple;v;30,29
din;v;39,31
dine;v;34,34
ding;v;39
dingdong;v;39
dinge;v;30,30
dip;v;35,34,30,30,40,39,38,38,38,38,36,35,35,35
diphthongise;v;32
diphthongize;v;32
direct;v;32,33,36,41,38,38,33,36,32,31,38,32,31
dirty;v;35
disable;v;30,29
disabuse;v;32
disaccord;v;42
disadvantage;v;41
disaffect;v;37
disafforest;v;30
disagree;v;32,42
disallow;v;32
disambiguate;v;32
disappear;v;30,39,30,30
disappoint;v;37
disapprove;v;31,32
disarm;v;33,37,33
disarrange;v;35,30
disarray;v;30
disarticulate;v;35
disassemble;v;36
disassociate;v;41
disavow;v;32
disband;v;38,38
disbar;v;41
disbelieve;v;31
disbud;v;35,30
disburden;v;35
disburse;v;40
disc-jockey;v;32
discard;v;40
discase;v;29
discern;v;39
discerp;v;35,35
discharge;v;41,35,41,35,33,32,29,35,33,33,30
discipline;v;41,41
disclaim;v;32,32
disclose;v;32,39
disco;v;38
discolor;v;30,30,30
discolorise;v;30
discolorize;v;30
discolour;v;30
discolourise;v;30
discombobulate;v;37,31
discomfit;v;37
discommode;v;41
discompose;v;37
disconcert;v;37,37
disconnect;v;35,35
discontent;v;37
discontinue;v;42,42,30
discord;v;42
discount;v;32,40
discountenance;v;37,31
discourage;v;32,37,32
discourse;v;32,32,32
discover;v;39,31,36,31,40,32,39,31
discredit;v;31,32,31
discriminate;v;31,41,39
discuss;v;32,32
disdain;v;37,32
disembark;v;38
disembarrass;v;40
disembody;v;40
disembowel;v;30
disembroil;v;42
disenable;v;30
disenchant;v;37
disencumber;v;35
disenfranchise;v;41
disengage;v;35,35,30
disentangle;v;35,35,42,35,29
disestablish;v;30
disesteem;v;31
disfavor;v;41
disfavour;v;41
disfigure;v;35
disforest;v;30
disfranchise;v;41
disgorge;v;35,29
disgrace;v;41,37,32
disgruntle;v;37
disguise;v;39
disgust;v;39,37
dish;v;34,30
disharmonize;v;30
dishearten;v;37
dishevel;v;35
dishonor;v;41,41,40
dishonour;v;41,41,40
disillusion;v;37
disincarnate;v;36
disincline;v;31
disinfect;v;29
disinfest;v;40
disinherit;v;40
disintegrate;v;30,30,30
disinter;v;41
disinvest;v;41,40,30
disinvolve;v;42
disjoin;v;35,35
disjoint;v;41,35,35,35
disk;v;36
disk-jockey;v;32
dislike;v;37
dislocate;v;30,30
dislodge;v;35,38,35
dismantle;v;36,36,30
dismay;v;37,37
dismember;v;35,35
dismiss;v;32,32,41,41,32,30
dismount;v;38
disobey;v;41
disoblige;v;41,32
disorder;v;37,30
disorganise;v;41
disorganize;v;41
disorient;v;39
disorientate;v;39
disown;v;40,32
disparage;v;32
dispatch;v;38,41,41,41,35
dispel;v;38,38
dispense;v;40,41,29
disperse;v;35,38,30,38,35,32
dispirit;v;37
displace;v;38,41,41,38
display;v;39,41
displease;v;37
displume;v;40,35
disport;v;41,38
dispose;v;40,40,31,35,30
dispossess;v;40
dispread;v;38
disprove;v;31
dispute;v;32,32
disqualify;v;30,32
disquiet;v;37
disregard;v;32,32,31
disrespect;v;41,31
disrobe;v;29
disrupt;v;32,30,30
diss;v;32
dissatisfy;v;37
dissect;v;35,31
dissemble;v;32,39,36
disseminate;v;32
dissent;v;32,41,32
dissertate;v;32
dissever;v;41
dissimilate;v;30,30,30
dissimulate;v;39
dissipate;v;38,38,34,42
dissociate;v;41,31,30
dissolve;v;30,30,30,38,37,37,30,30,30,30,30
dissonate;v;39,30
dissuade;v;32
distance;v;42,38
distemper;v;36
distend;v;30,30,30
distil;v;30,30,30,29
distill;v;30,30,30,30,29
distinguish;v;31,39,31,32,31
distort;v;32,35,35,32,30
distract;v;37,37
distrain;v;40,40,40
distress;v;41,37
distribute;v;40,35,41,40,38,32,42,42,42,35
district;v;41
distrust;v;31
disturb;v;37,35,35,30,30
disunify;v;30
disunite;v;41,35
ditch;v;40,40,40,38,35,35
dither;v;37,37
ditto;v;32
divagate;v;32
divaricate;v;42,35
dive;v;38,38,38
dive-bomb;v;33
diverge;v;38,42,42,42
diversify;v;30,30,30
divert;v;38,38,41,40
divest;v;40,41,40,30
divide;v;41,31,42,35,38,35
divine;v;39,35
divorce;v;41,41
divulge;v;32
dizen;v;29
dizzy;v;30
dj;v;32
do;v;41,36,41,42,36,41,42,36,29,42,41,29,38
dock;v;38,40,40,35,35
docket;v;32,32
doctor;v;30,29,30
document;v;32,31
dodder;v;38
dodge;v;38,38,32
doff;v;35
dog;v;38
dogfight;v;36,33
dogmatise;v;32,32
dogmatize;v;32,32
dogsled;v;38
domesticate;v;30,30,30
domesticise;v;30
domesticize;v;30
domicile;v;42
domiciliate;v;42,41
dominate;v;42,42,41,42,42
domineer;v;37
don;v;29
donate;v;40
dong;v;39
doodle;v;36
doom;v;32,32,32
dope;v;34,30,29
dose;v;30,29
doss;v;29
dot;v;42,35,32,30
dote;v;42,37
double;v;30,35,38,35,40,36
double-check;v;31
double-date;v;41
double-glaze;v;40
double-park;v;38
double-space;v;32
double-team;v;33
doubt;v;31,31
douche;v;29
douse;v;43,42,38,35,30,30,30
dovetail;v;42
dower;v;40
